eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
research_speed_modifier,technology_cost,medium,Related tech progress but different mechanic (cost vs speed),Monthly Research Progress %,country,multiplicative,"percent, good",Technology,Modifies the monarch power cost of all technologies.,Multiplicative
reshape_bureaucracy_cost_modifier,,none,EU5-specific bureaucracy reshape action,Reshape our Bureaucracy Cost,country,multiplicative,"percent, bad",,,
restore_rome_primacy_price_cost_modifier,,none,EU5-specific Roman primacy action,Restore Rome Primacy Price Cost Modifier,country,multiplicative,"percent, bad",,,
restrict_peranakan_trading_rights_price_cost_modifier,,none,EU5-specific Peranakan action,Restrict Peranakan Trading Rights Cost,country,multiplicative,"percent, bad",,,
retreat_delay,,none,EU5-specific retreat mechanic,Retreat Delay,country,,bad,,,
revoke_privilege_cost_modifier,,none,EU5-specific estate privilege action,Revoke Privilege Cost,country,multiplicative,"percent, bad",,,
revoke_privileges_importance_modifier,,none,EU5-specific AI importance modifier,Revoke Privileges Importance Modifier,country,multiplicative,good,,,
revoke_privileges_stability_tolerance,,none,EU5-specific stability tolerance,Revoke Privileges Stability Tolerance,country,,good,,,
revoke_shugo_office_cost_modifier,,none,EU5-specific shugo office action,Revoke Shugo Office Cost,country,multiplicative,"percent, bad",,,
revoke_town_rights_cost_modifier,,none,EU5-specific urban rights action,Cost of Revoking Urban Rights,country,multiplicative,"percent, bad",,,
revolution_actions_price_cost_modifier,,none,EU5-specific revolution situation,People's Uprising Main Actions Cost,country,multiplicative,"percent, bad",,,
rise_of_the_szlachta_actions_price_cost_modifier,,none,EU5-specific Szlachta situation,Rise of the Szlachta Main Actions Price Cost modifier,country,multiplicative,"percent, bad",,,
ritualistic_court_bureaucracy_impact_modifier,,none,EU5-specific Chinese bureaucracy,Ritualistic Court Impact,country,multiplicative,"percent, good",,,
road_cost_on_distance_from_capital,,none,EU5-specific road proximity system,Proximity Cost through Roads,country,,bad,,,
roman_festivals_cost_modifier,,none,EU5-specific Roman festival action,Organize a Roman Festival,country,multiplicative,"percent, bad",,,
romanitas_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,Romanitas Impact,country,multiplicative,"percent, good",,,
rot_reform_into_monarchy_price_cost_modifier,,none,EU5-specific Rise of Turks action,Reform into a Monarchy Cost,country,multiplicative,"percent, bad",,,
rot_select_core_region_price_cost_modifier,,none,EU5-specific Rise of Turks action,Select Core Region Cost,country,multiplicative,"percent, bad",,,
rto_create_uc_bey_cost_modifier,,none,EU5-specific Ottoman Uc bey action,Create Uç Bey Cost Modifier,country,multiplicative,"percent, bad",,,
rto_press_claims_price_cost_modifier,,none,EU5-specific Rise of Turks Ottoman action,Press Claims Cost Modifier,country,multiplicative,"percent, bad",,,
rtr_appease_the_court_price_cost_modifier,,none,EU5-specific rebel/turmoil action,Appease the Court Cost,country,multiplicative,"percent, bad",,,
rtr_demand_annexation_price_cost_modifier,,none,EU5-specific rebel/turmoil action,Demand Annexation Cost,country,multiplicative,"percent, bad",,,
rtr_grant_titles_price_cost_modifier,,none,EU5-specific rebel/turmoil action,Grant Titles Cost,country,multiplicative,"percent, bad",,,
rtr_negotiate_with_rebels_price_cost_modifier,,none,EU5-specific rebel/turmoil action,Negotiate with Rebels Cost,country,multiplicative,"percent, bad",,,
rtr_rein_in_area_price_cost_modifier,,none,EU5-specific rebel/turmoil action,Rein in Area Cost,country,multiplicative,"percent, bad",,,
ruler_must_be_commander_during_war,,none,EU5-specific ruler restriction,Ruler must be Commander of the Biggest Military Force,country,boolean,bad,,,
ruler_name_in_court_language,,none,EU5-specific court language mechanic,Ruler Name Uses Court Language,country,boolean,good,,,
rural_disease_resistance,,none,EU5-specific rural disease resistance,Rural Disease Resistance,country,,"percent, good",,,
rural_migration_attraction,,none,EU5-specific rural migration,Rural Migration Attraction,country,,good,,,
rural_settlement_downgrade_cost_modifier,,none,EU5-specific settlement downgrade,Downgrading to Rural Settlement Cost,country,multiplicative,"percent, bad",,,
rural_settlement_upgrade_cost_modifier,,none,EU5-specific settlement upgrade (marked NOT USED),NOT USED,country,multiplicative,"percent, bad",,,
sacrifice_noble_blood_cost_modifier,,none,EU5-specific Nahua religious action,Cost of Sacrifice Noble Blood Religious Action,country,multiplicative,"percent, bad",,,
salt_pans_proximity_impact,,none,EU5-specific proximity system,Salt pans Proximity Impact,country,,"percent, bad",,,
scaled_lost_war_cost_modifier,,none,EU5-specific war loss impact,Impact of Losing a War,country,multiplicative,"percent, good",,,
sea_cost_on_distance_from_capital,,none,EU5-specific sea proximity system,Proximity Cost without Maritime Presence,country,,bad,,,
sea_cost_on_distance_from_capital_when_maritime,,none,EU5-specific sea proximity system,Proximity Cost with Maritime Presence,country,,bad,,,
seek_alliance_with_overlord_rival_cost_modifier,,none,EU5-specific subject diplomatic action,Seek Support of Overlord's Rival Cost Modifier,country,multiplicative,"percent, bad",,,
seek_relations_with_the_byzantines_price_cost_modifier,,none,EU5-specific Byzantine relations action,Seek Relations with the Byzantines Cost Modifier,country,multiplicative,"percent, bad",,,
segregate_the_infected_cost_modifier,,none,EU5-specific plague/disease action,Segregate the Infected Cost,country,multiplicative,"percent, bad",,,
select_expensive_child_education_cost_modifier,,none,EU5-specific education action,Selecting Expensive Education,country,multiplicative,"percent, bad",,,
select_omen_god_cost_modifier,,none,EU5-specific omen action,Select Omen God Cost,country,multiplicative,"percent, bad",,,
select_orthodox_education_cost_modifier,,none,EU5-specific Orthodox education action,Selecting Patriarch Education,country,multiplicative,"percent, bad",,,
sell_icon_cost_modifier,,none,EU5-specific Orthodox icon action,Cost of Sell Icon Action,country,multiplicative,"percent, bad",,,
selling_efficiency,,none,EU5-specific trade selling,Selling Efficiency,country,,"percent, good",,,
send_diplomat_cost_modifier,,none,EU5-specific diplomat sending (EU4 has envoy_travel_time but different),Send Diplomat,country,multiplicative,"percent, good",,,
send_gift_cost_modifier,,none,EU5-specific diplomatic gift action,Send Gift Cost,country,multiplicative,"percent, bad",,,
set_cabine_action_cost_modifier,,none,EU5-specific cabinet action (typo in EU5 modifier name),Set Cabinet Action Cost,country,multiplicative,"percent, bad",,,
set_cabinet_member_cost_modifier,,none,EU5-specific cabinet action,Set Cabinet Member Cost,country,multiplicative,"percent, bad",,,
set_policy_cost_modifier,,none,EU5-specific policy action,Set Policy Cost,country,multiplicative,"percent, bad",,,
settle_country_cost_modifier,settle_cost,medium,Related settle cost but EU4 is province tribal settle,Settle Cost,country,multiplicative,"percent, bad",Economy,Modifies the cost for settling tribal development into a province.,Multiplicative
shameless_privateering_modifier,,none,EU5-specific privateering flag,Shameless Privateering,country,boolean,neutral,,,
shared_border_impact,,none,EU5-specific opinion mechanic,Opinion Impact from Shared Borders,country,,"percent, bad",,,
ship_build_speed,global_ship_recruit_speed,high,Direct equivalent - ship building/recruit speed,Ship-building Speed,country,,"percent, good",Navy,Modifies the base recruitment speed of all ships.,Multiplicative
ship_capture_chance,capture_ship_chance,high,Direct equivalent - chance to capture ships in battle,Ship Capture Chance,country,,"percent, good",Navy,Adds to the chance for ship capture during naval battles.,Additive
ship_repair_at_sea,,none,EU5-specific at-sea repair mechanic (EU4 has sea_repair permission),Ship Repair Speed at Sea,unit,,"percent, good",,,
ship_repair_at_sea_to_max_strength,,none,EU5-specific at-sea repair mechanic,Maximum Ship Strength to Repair at Sea,unit,,"percent, good",,,
siege_ability,siege_ability,high,Direct equivalent - siege ability,Siege Ability,unit,,"percent, good",Military,Modifies the siege ability that affects siege phase length. Reverse concept of defensiveness.,Multiplicative
sixty_books_of_the_basilika_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,Books of the Basiliká Impact,country,multiplicative,"percent, good",,,
skill_of_new_artists,,none,EU5-specific artist system,Skill of New Artists,country,,"percent, good",,,
slave_market_max_level,,none,EU5-specific slave market building,Slave Market Max Level,country,additive,good,,,
slave_raid_efficiency,,none,EU5-specific slave raid effectiveness,Slave Raid Efficiency,country,,"percent, good",,,
slavery_blocked,,none,EU5-specific slavery block,Slavery Blocked,country,boolean,good,,,
small_estate_building_cost_modifier,,none,EU5-specific estate building cost,Small Estate Building Cost,"country, estate",multiplicative,"percent, bad",,,
societal_value_importance_modifier,,none,EU5-specific AI importance modifier,Societal Value Importance Modifier,country,multiplicative,good,,,
sow_discontent_monthly_cost_cost_modifier,,none,EU5-specific espionage action,Sow Discontent Monthly Cost Modifier,country,multiplicative,"percent, bad",,,
sponsor_sin_forgiveness_cost_modifier,,none,EU5-specific religious action,Sponsor Mass Forgiveness Cost,country,multiplicative,"percent, bad",,,
sponsor_troop_feast_cost_modifier,,none,EU5-specific troop feast action,Sponsor a Feast for the Troops,country,multiplicative,"percent, bad",,,
spy_network_construction,spy_offence,high,Both modify spy network construction/effectiveness,Spy Network Construction,country,,"percent, good",Espionage,Modifies the base effectiveness of spies against enemies.,Multiplicative
stability_cost,stability_cost_modifier,high,Direct equivalent - stability investment/cost,Stability Investment Cost,country,,"percent, bad",Stability,Modifies the administrative power cost of raising stability.,Multiplicative
stability_decay,,none,EU5-specific stability decay,Stability Decay,country,,"percent, bad",,,
stability_importance_modifier,,none,EU5-specific AI importance modifier,Stability Importance Modifier,country,multiplicative,good,,,
stability_investment,,none,EU5-specific stability investment resource,Stability Investment,country,,good,,,
start_exploration_land_cost_modifier,,none,EU5-specific land exploration action,Land Exploration Mission Cost,country,multiplicative,"percent, bad",,,
start_exploration_sea_cost_modifier,,none,EU5-specific sea exploration action,Sea Exploration Mission Cost,country,multiplicative,"percent, bad",,,
stop_blame_the_minorities_cost_modifier,,none,EU5-specific plague/disaster action,Stop Finding the Culprits Cost,country,multiplicative,"percent, bad",,,
stop_disfavoring_sect_cost_modifier,,none,EU5-specific religious sect action,Stop Disfavoring Sect Cost,country,multiplicative,bad,,,
stop_procure_remedies_cost_modifier,,none,EU5-specific plague action,Stop to Procure Remedies Cost,country,multiplicative,"percent, bad",,,
stop_promoting_sect_cost_modifier,,none,EU5-specific religious sect action,Stop Promoting Sect Cost,country,multiplicative,bad,,,
stop_sponsor_sin_forgiveness_cost_modifier,,none,EU5-specific religious action,Stop Sponsor Mass Forgiveness Cost,country,multiplicative,"percent, bad",,,
strengthen_ministry_cost_modifier,,none,EU5-specific ministry action,Strengthen Ministry Cost,country,multiplicative,"percent, bad",,,
strict_quarantines_cost_modifier,,none,EU5-specific plague/quarantine action,Expel the Sick Cost,country,multiplicative,"percent, bad",,,
subject_income_modifier,vassal_income,high,Direct equivalent - income from subjects/vassals,Subject Income,country,multiplicative,"percent, good",Subject,Modifies the bonus to a country's income from their subjects.,Multiplicative
subject_loyalty,,none,EU5-specific subject loyalty (EU4 uses liberty desire inverse),Loyalty of Subjects,country,,good,,,
subject_not_obligated_to_join_war,,none,EU5-specific subject war exemption,Can avoid to Join Overlord's Wars,country,boolean,bad,,,
subject_opinions,,none,EU5-specific subject opinion,Subject Opinions,country,,good,,,
subject_pays_colonial_cost_modifier,global_tariffs,medium,Related colonial income but EU4 is tariff-specific,Income from Colonial Subjects,country,multiplicative,"percent, good",Colonisation,Modifies the tariff income from colonial nations.,Multiplicative
subject_pays_maha_samanta_cost_modifier,,none,EU5-specific Indian Maha-samanta subject type,Income from Mahā-Sāmanta Subjects,country,multiplicative,"percent, good",,,
subject_pays_march_cost_modifier,,none,EU5-specific march subject income,Income from March Subjects,country,multiplicative,"percent, good",,,
subject_pays_pradhana_maha_samanta_cost_modifier,,none,EU5-specific Indian subject type,Income from Pradhāna-Mahā-Sāmanta Subjects,country,multiplicative,"percent, good",,,
subject_pays_pronoia_cost_modifier,,none,EU5-specific Byzantine Pronoia subject type,Income from Prónoia Subjects,country,multiplicative,"percent, good",,,
